date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:38:22	120/120	---M-Z	200	added ('OK')	text/plain	date:Sat,%2014%20Jan%202023%2010:38:20%20GMT	http://www.timoradventures.com.au/robots.txt		(from )
18:38:22	30626/30626	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:38:21%20GMT	http://www.timoradventures.com.au/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/index.html	(from )
18:38:22	751/-1	---M--	503	error ('Service%20Unavailable')	text/html		http://www.timoradventures.com.au/xmlrpc.php	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/xmlrpc.php	(from http://www.timoradventures.com.au/)
18:38:25	22768/22768	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jan%202023%2010:38:23%20GMT	http://www.timoradventures.com.au/wp-content/themes/timor/favicon.ico	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/favicon.1.delayed	(from http://www.timoradventures.com.au/)
18:38:25	23068/23068	---M-Z	200	added ('OK')	text/css	etag:%225a1c-4e3b3c12061e4%22	http://www.timoradventures.com.au/wp-content/themes/timor/style.css	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/style.css	(from http://www.timoradventures.com.au/)
18:38:26	19680/19680	---M-Z	200	added ('OK')	text/css	etag:%224ce0-4e3b3c9998518%22	http://www.timoradventures.com.au/wp-content/themes/timor/scripts/prettyPhoto.css	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/scripts/prettyPhoto.css	(from http://www.timoradventures.com.au/)
18:38:26	2833/2833	---M-Z	200	added ('OK')	text/css	etag:%22b11-4e3b3c9931094%22	http://www.timoradventures.com.au/wp-content/themes/timor/scripts/nivo-slider.css	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/scripts/nivo-slider.css	(from http://www.timoradventures.com.au/)
18:38:26	88932/88932	---M-Z	200	added ('OK')	text/css	etag:%2215b64-5ec5fec634b24%22	http://www.timoradventures.com.au/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-includes/css/dist/block-library/style.min1eb7.css	(from http://www.timoradventures.com.au/)
18:38:27	2731/2731	---M-Z	200	added ('OK')	text/css	etag:%22aab-5ec5ff5e1c471%22	http://www.timoradventures.com.au/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.4	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/contact-form-7/includes/css/styles77e1.css	(from http://www.timoradventures.com.au/)
18:38:27	34571/34571	---MC-	200	added ('OK')	application/rss+xml	etag:%2204b949b46f2bf17f133ba82e5ed713c9%22	http://www.timoradventures.com.au/feed/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/feed/index.html	(from http://www.timoradventures.com.au/)
18:38:27	211/211	---M-Z	200	added ('OK')	text/css	etag:%22d3-5e8fbaf555248%22	http://www.timoradventures.com.au/wp-content/plugins/youtube-embed/css/main.min.css?ver=5.2.3	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/youtube-embed/css/main.min2513.css	(from http://www.timoradventures.com.au/)
18:38:27	4148/4148	---M-Z	200	added ('OK')	text/css	etag:%221034-5de174f0c4e73%22	http://www.timoradventures.com.au/wp-content/plugins/slickr-flickr/styles/public.css?ver=2.8.1	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/slickr-flickr/styles/public1102.css	(from http://www.timoradventures.com.au/)
18:38:28	10631/10631	---M-Z	200	added ('OK')	text/css	etag:%222987-5de174f08eb59%22	http://www.timoradventures.com.au/wp-content/plugins/slickr-flickr/galleria/themes/classic/galleria.classic.css?ver=1.6.1	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/slickr-flickr/galleria/themes/classic/galleria.classic51a2.css	(from http://www.timoradventures.com.au/)
18:38:28	3122/3122	---M-Z	200	added ('OK')	text/css	etag:%22c32-57a82b1638347%22	http://www.timoradventures.com.au/wp-content/plugins/easy-table/themes/default/style.css?ver=1.8	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/easy-table/themes/default/style4b1d.css	(from http://www.timoradventures.com.au/)
18:38:30	11224/11224	---M-Z	200	added ('OK')	text/javascript	etag:%222bd8-5de1760fa5142%22	http://www.timoradventures.com.au/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://www.timoradventures.com.au/)
18:38:31	36582/36582	---MC-	200	added ('OK')	application/atom+xml	etag:%2204b949b46f2bf17f133ba82e5ed713c9%22	http://www.timoradventures.com.au/feed/atom/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/feed/atom/index.html	(from http://www.timoradventures.com.au/)
18:38:32	89521/89521	---M-Z	200	added ('OK')	text/javascript	etag:%2215db1-5de1760fbc462%22	http://www.timoradventures.com.au/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-includes/js/jquery/jquery.minaf6c.js	(from http://www.timoradventures.com.au/)
18:38:32	73599/73599	---M-Z	200	added ('OK')	text/javascript	etag:%2211f7f-5de174f0b48be%22	http://www.timoradventures.com.au/wp-content/plugins/slickr-flickr/galleria/galleria-1.6.1.min.js?ver=1.6.1	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/slickr-flickr/galleria/galleria-1.6.1.min51a2.js	(from http://www.timoradventures.com.au/)
18:38:32	1911/1911	---M-Z	200	added ('OK')	text/javascript	etag:%22777-5de174f0902a2%22	http://www.timoradventures.com.au/wp-content/plugins/slickr-flickr/galleria/themes/classic/galleria.classic.min.js?ver=1.6.1	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/slickr-flickr/galleria/themes/classic/galleria.classic.min51a2.js	(from http://www.timoradventures.com.au/)
18:38:32	3397/3397	---M-Z	200	added ('OK')	text/javascript	etag:%22d45-5de174f0c1fa6%22	http://www.timoradventures.com.au/wp-content/plugins/slickr-flickr/scripts/responsiveslides.min.js?ver=1.54	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/slickr-flickr/scripts/responsiveslides.min2602.js	(from http://www.timoradventures.com.au/)
18:38:33	5574/5574	---M-Z	200	added ('OK')	text/javascript	etag:%2215c6-5de174f0c0ff2%22	http://www.timoradventures.com.au/wp-content/plugins/slickr-flickr/scripts/public.js?ver=2.8.1	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/slickr-flickr/scripts/public1102.js	(from http://www.timoradventures.com.au/)
18:38:33	2532/2532	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec1-9e4%22	http://cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.4.1/jquery.easing.min.js?ver=6.0.3	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/cdnjs.cloudflare.com/ajax/libs/jquery-easing/1.4.1/jquery.easing.min1eb7.js	(from http://www.timoradventures.com.au/)
18:38:35	12803/12803	---MC-	200	added ('OK')	application/rss+xml	etag:%2204b949b46f2bf17f133ba82e5ed713c9%22	http://www.timoradventures.com.au/comments/feed/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/comments/feed/index.html	(from http://www.timoradventures.com.au/)
18:38:37	6493/6493	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Jan%202023%2010:38:34%20GMT	http://www.timoradventures.com.au/wp-json/wp/v2/pages/256	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-json/wp/v2/pages/256.json	(from http://www.timoradventures.com.au/)
18:38:37	751/-1	---M--	503	error ('Service%20Unavailable')	text/html		http://www.timoradventures.com.au/xmlrpc.php?rsd	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/xmlrpc.130db0.delayed	(from http://www.timoradventures.com.au/)
18:38:38	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:%22415-5342e2b1c3948%22	http://www.timoradventures.com.au/wp-includes/wlwmanifest.xml	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-includes/wlwmanifest.xml	(from http://www.timoradventures.com.au/)
18:38:39	2425/2425	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Jan%202023%2010:38:38%20GMT	http://www.timoradventures.com.au/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.timoradventures.com.au%2F	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-json/oembed/1.0/embedfd97.json	(from http://www.timoradventures.com.au/)
18:38:40	2497/2497	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Jan%202023%2010:38:40%20GMT	http://www.timoradventures.com.au/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.timoradventures.com.au%2F&format=xml	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-json/oembed/1.0/embedb308	(from http://www.timoradventures.com.au/)
18:38:42	108596/108596	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2014%20Jan%202023%2010:38:41%20GMT	https://connect.facebook.net/en_US/fbevents.js	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/connect.facebook.net/en_US/fbevents.js	(from http://www.timoradventures.com.au/)
18:38:42	793/793	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2014%20Jan%202023%2010:38:41%20GMT	http://www.timoradventures.com.au/wp-content/plugins/wp-spamshield/js/jscripts.php	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/wp-spamshield/js/jscripts.php	(from http://www.timoradventures.com.au/)
18:38:42	415/415	---M--	200	added ('OK')	image/png	etag:%2219f-4e3b3c96915b4%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/search_mag.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/search_mag.png	(from http://www.timoradventures.com.au/)
18:38:45	21588/21588	---M--	200	added ('OK')	image/png	etag:%225454-4e3b3c9654cea%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/logo.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/logo.png	(from http://www.timoradventures.com.au/)
18:38:53	173706/173706	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Jan%202023%2010:38:34%20GMT	http://www.timoradventures.com.au/wp-json/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-json/index.html	(from http://www.timoradventures.com.au/)
18:38:58	99636/99636	---M--	200	added ('OK')	image/jpeg	etag:%2218534-58d4ab843b9cb%22	http://www.timoradventures.com.au/wp-content/uploads/2000/11/1942-Commando-Track-banner.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2000/11/1942-Commando-Track-banner.jpg	(from http://www.timoradventures.com.au/)
18:38:59	4733/4733	---M--	200	added ('OK')	image/png	etag:%22127d-4e3b3cd7d3327%22	http://www.timoradventures.com.au/wp-content/uploads/2010/03/Find-us-on-Facebook.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2010/03/Find-us-on-Facebook.png	(from http://www.timoradventures.com.au/)
18:39:00	43483/43483	---M--	200	added ('OK')	image/jpeg	etag:%22a9db-59f9bed052bbd%22	http://www.timoradventures.com.au/wp-content/uploads/2000/11/Logo-10-years-Banner-for-website-V4.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2000/11/Logo-10-years-Banner-for-website-V4.jpg	(from http://www.timoradventures.com.au/)
18:39:02	27722/27722	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:00%20GMT	http://www.timoradventures.com.au/tours/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/tours/index.html	(from http://www.timoradventures.com.au/)
18:39:02	9195/9195	---M--	200	added ('OK')	image/gif	etag:%2223eb-55c84400f6e0b%22	http://www.timoradventures.com.au/wp-content/uploads/2010/03/TripAdvisor-Timor-Adventures.gif	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2010/03/TripAdvisor-Timor-Adventures.gif	(from http://www.timoradventures.com.au/)
18:39:03	36116/36116	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:02%20GMT	http://www.timoradventures.com.au/our-tours-since-2009/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/our-tours-since-2009/index.html	(from http://www.timoradventures.com.au/)
18:39:04	146605/146605	---M--	200	added ('OK')	image/jpeg	etag:%2223cad-559d51264a1f6%22	http://www.timoradventures.com.au/wp-content/uploads/2017/09/Expert-local-guides-2.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2017/09/Expert-local-guides-2.jpg	(from http://www.timoradventures.com.au/)
18:39:05	19586/19586	---M--	200	added ('OK')	image/jpeg	etag:%224c82-59f9c08b0ab1d%22	http://www.timoradventures.com.au/wp-content/uploads/2020/02/Logo-10-years-Banner-for-website-small.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2020/02/Logo-10-years-Banner-for-website-small.jpg	(from http://www.timoradventures.com.au/)
18:39:05	25398/25398	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:04%20GMT	http://www.timoradventures.com.au/tours/day-tours/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/tours/day-tours/index.html	(from http://www.timoradventures.com.au/)
18:39:06	9909/9909	---M--	200	added ('OK')	image/jpeg	etag:%2226b5-59cb03127ce39%22	http://www.timoradventures.com.au/wp-content/uploads/2020/01/TripAdvisor-certifcate-of-excellence-2018-2019.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2020/01/TripAdvisor-certifcate-of-excellence-2018-2019.jpg	(from http://www.timoradventures.com.au/)
18:39:07	160172/160172	---M--	200	added ('OK')	image/jpeg	etag:%22271ac-559d548542005%22	http://www.timoradventures.com.au/wp-content/uploads/2017/09/Maubara-timor-V3.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/uploads/2017/09/Maubara-timor-V3.jpg	(from http://www.timoradventures.com.au/)
18:39:07	57119/57119	---M-Z	200	added ('OK')	text/javascript	etag:%22df1f-4e3b3c9dc1d3c%22	http://www.timoradventures.com.au/wp-content/themes/timor/scripts/scripts.js	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/scripts/scripts.js	(from http://www.timoradventures.com.au/)
18:39:07	31030/31030	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:06%20GMT	http://www.timoradventures.com.au/about-2/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/about-2/index.html	(from http://www.timoradventures.com.au/)
18:39:07	34342/34342	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:06%20GMT	http://www.timoradventures.com.au/about-2/our-community-work-in-east-timor/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/about-2/our-community-work-in-east-timor/index.html	(from http://www.timoradventures.com.au/)
18:39:08	11495/11495	---M-Z	200	added ('OK')	text/javascript	etag:%222ce7-4e3b3c99552bc%22	http://www.timoradventures.com.au/wp-content/themes/timor/scripts/jquery.nivo.slider.pack.js	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/scripts/jquery.nivo.slider.pack.js	(from http://www.timoradventures.com.au/)
18:39:08	9937/9937	---M-Z	200	added ('OK')	text/javascript	etag:%2226d1-5ec5ff5e47fb7%22	http://www.timoradventures.com.au/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.6.4	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/contact-form-7/includes/swv/js/index77e1.js	(from http://www.timoradventures.com.au/)
18:39:09	12310/12310	---M-Z	200	added ('OK')	text/javascript	etag:%223016-5ec5ff5e43165%22	http://www.timoradventures.com.au/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.4	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/contact-form-7/includes/js/index77e1.js	(from http://www.timoradventures.com.au/)
18:39:10	25947/25947	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:08%20GMT	http://www.timoradventures.com.au/east-timor/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/east-timor/index.html	(from http://www.timoradventures.com.au/)
18:39:10	28762/28762	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:08%20GMT	http://www.timoradventures.com.au/visit/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/visit/index.html	(from http://www.timoradventures.com.au/)
18:39:11	1216/1216	---M-Z	200	added ('OK')	text/javascript	etag:%224c0-55c957f5bd8c9%22	http://www.timoradventures.com.au/wp-content/plugins/wp-spamshield/js/jscripts-ftr-min.js	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/plugins/wp-spamshield/js/jscripts-ftr-min.js	(from http://www.timoradventures.com.au/)
18:39:11	34660/34660	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:08%20GMT	http://www.timoradventures.com.au/timor-quilts/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/timor-quilts/index.html	(from http://www.timoradventures.com.au/)
18:39:13	32360/32360	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:10%20GMT	http://www.timoradventures.com.au/gallery/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/gallery/index.html	(from http://www.timoradventures.com.au/)
18:39:13	27588/27588	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226bc4-4e3b3c92842e6%22	http://www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.eot	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.eot	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:14	28481/28481	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:12%20GMT	http://www.timoradventures.com.au/sitemap/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/sitemap/index.html	(from http://www.timoradventures.com.au/)
18:39:14	46941/46941	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jan%202023%2010:39:11%20GMT	http://www.timoradventures.com.au/contact/	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/contact/index.html	(from http://www.timoradventures.com.au/)
18:39:15	61836/61836	---M--	200	added ('OK')	image/svg+xml	etag:%22f18c-4e3b3c9290dd2%22	http://www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.svg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.svg	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:19	27588/27588	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226bc4-4e3b3c92842e6%22	http://www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.eot?	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfontd41d.eot	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:19	30884/30884	---M--	200	added ('OK')	text/plain	etag:%2278a4-4e3b3c930ca83%22	http://www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.woff	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.woff	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:20	205/205	---M--	200	added ('OK')	image/png	etag:%22cd-4e3b3c9727841%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/tagline_divider.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/tagline_divider.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:20	157/157	---M--	200	added ('OK')	image/png	etag:%229d-4e3b3c93cc52b%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/alert_bg.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/alert_bg.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:21	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-4e3b3c975c7e9%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/top.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/top.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:21	380/380	---M--	200	added ('OK')	image/jpeg	etag:%2217c-4e3b3c96f2893%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/sponsor_tile.jpg	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/sponsor_tile.jpg	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:22	651/651	---M--	200	added ('OK')	image/png	etag:%2228b-4e3b3c970ab34%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/sponsor_title.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/sponsor_title.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:23	3101/3101	---M--	200	added ('OK')	image/png	etag:%22c1d-4e3b3c96d5f72%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/sponsor_arrows.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/sponsor_arrows.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:23	56272/56272	---M--	200	added ('OK')	text/plain	etag:%22dbd0-4e3b3c93016d3%22	http://www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.ttf	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/fonts/adellebasic_bold-webfont.ttf	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:23	157/157	---M--	200	added ('OK')	image/png	etag:%229d-4e3b3c96c03d4%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/sliderimg_bg.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/sliderimg_bg.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:23	824/824	---M--	200	added ('OK')	image/png	etag:%22338-4e3b3c93fd646%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/arrows.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/arrows.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:24	2845/2845	---M--	200	added ('OK')	image/png	etag:%22b1d-4e3b3c9531087%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/donate.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/donate.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:24	383/383	---M--	200	added ('OK')	image/png	etag:%2217f-4e3b3c9567baf%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/indicator.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/indicator.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:24	1035/1035	---M--	200	added ('OK')	image/png	etag:%2240b-4e3b3c968a070%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/search_bg.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/search_bg.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:25	1701/1701	---M--	200	added ('OK')	image/png	etag:%226a5-4e3b3c973eb65%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/ticker.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/ticker.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/style.css)
18:39:25	1097/1097	---M--	200	added ('OK')	image/png	etag:%22449-4e3b3dfc684f8%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite_x.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite_x.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/scripts/prettyPhoto.css)
18:39:26	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-4e3b3dfc976ed%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite_y.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite_y.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/scripts/prettyPhoto.css)
18:39:26	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-4e3b3dfc36463%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/scripts/prettyPhoto.css)
18:39:26	1358/1358	---M--	200	added ('OK')	image/png	etag:%2254e-4e3b3dfc32d9d%22	http://www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite_next.png	E:/xampp-gui/htdocs/httrack/Timor%20Adventure/www.timoradventures.com.au/wp-content/themes/timor/images/prettyPhoto/default/sprite_next.png	(from http://www.timoradventures.com.au/wp-content/themes/timor/scripts/prettyPhoto.css)
